Index,Auto,Heating,Concentration,Batch,Sample,Date,Coefficient of Variation,Heating Block Temperature,Mixed,Rest Time (days),Coupon-to-Bath Wait Time (min),Relative Humidity,Nitrogen (Side from drop),Nitrogen (After blade),Formatted_Parameters,Report
51,TRUE,FALSE,17,26,2,2024-09-26,0.034972882,25,FALSE,0,1,70,0,1,Index: 51; Auto: True; Heating: False; Concentration: 17.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 1.0; Relative Humidity: 70; Nitrogen (Side from drop): 0; Nitrogen (After blade): 1,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Details
- **Experiment ID:** 51
- **Synthesis Method:** Automated NIPS (Non-solvent-Induced Phase Separation)
- **Polymer:** Polysulfone at 17.0% concentration
- **Solvent:** PolarClean

## Procedure
The polymer solution was premixed manually without heating (ambient temperature of 25??C). The solution was used immediately after preparation with no rest period. Using the robotic system, the solution was drop-cast onto the substrate and then blade-cast. After blade casting, the sample was subjected to laminar dry nitrogen flow to control humidity exposure. The coupon was allowed to wait for 1.0 minute post-blade casting before immersion in the NIPS bath.

## Environmental Conditions
- **Relative Humidity:** 70%
- **Temperature:** 25??C (heating block temperature)

## Notes
The experiment was conducted using full automation with the robotic system. No nitrogen was applied during the side drop-casting phase, but nitrogen was applied after blade casting until bath immersion to control the humidity exposure of the nascent membrane."
52,TRUE,FALSE,17,27,1,2024-10-16,0.018385095780609352,25,FALSE,0,5,50,0,0,Index: 52; Auto: True; Heating: False; Concentration: 17.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 5.0; Relative Humidity: 50; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Parameters
- **Experiment ID:** 52
- **Synthesis Method:** Automated NIPS (Non-solvent-Induced Phase Separation)
- **Polymer:** Polysulfone at 17.0% concentration
- **Solvent:** PolarClean
- **Environmental Conditions:** 50% relative humidity

## Procedure
The experiment utilized our robotic system for membrane synthesis. A premixed polysulfone solution (17.0% concentration in PolarClean) was used without additional heating or mixing by the robot. The solution was used immediately after preparation (0 days rest time). The polymer solution was drop-cast onto the substrate and then blade-cast without nitrogen protection. Following blade casting, the sample was allowed to stand for 5.0 minutes at ambient temperature (25??C) before immersion in the non-solvent bath to induce phase separation.

## Notes
This experiment represents a fully automated membrane synthesis process using standard conditions without environmental controls (no nitrogen flow) or extended solution aging."
53,TRUE,FALSE,17,28,1,2024-10-22,0.014064042,25,FALSE,0,10,68,0,0,Index: 53; Auto: True; Heating: False; Concentration: 17.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 10.0; Relative Humidity: 68; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Details
- **Experiment ID:** 53
- **Synthesis Method:** Automated non-solvent-induced phase separation (NIPS)
- **Polymer:** Polysulfone at 17.0% concentration
- **Solvent:** PolarClean

## Procedure
The polymer solution was premixed manually without heating (ambient temperature of 25??C). The solution was used immediately after preparation with no rest period. Using the robotic system, the solution was drop-cast onto the substrate and then blade-cast. Following blade casting, the sample was allowed to stand for 10 minutes before immersion in the NIPS bath. The experiment was conducted at 68% relative humidity with no nitrogen flow applied either during drop-casting or after blade-casting.

## Notes
This experiment tested membrane formation under relatively high humidity conditions without any humidity control measures (no nitrogen flow), using a moderate wait time before bath immersion."
54,TRUE,FALSE,17,29,1,2024-10-23,0.1607517827754513,25,FALSE,0,10,68,0,1,Index: 54; Auto: True; Heating: False; Concentration: 17.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 10.0; Relative Humidity: 68; Nitrogen (Side from drop): 0; Nitrogen (After blade): 1,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Parameters (Index: 54)

A polysulfone membrane was synthesized using non-solvent-induced phase separation (NIPS) with the following conditions:

- **Synthesis Method**: Automated robotic system
- **Polymer Solution**: 17.0% polysulfone in PolarClean solvent
- **Solution Preparation**: Premixed manually without heating (ambient temperature 25??C)
- **Solution Rest Time**: Used immediately after preparation (0 days)
- **Casting Conditions**:
  - 10.0 minute wait time between coupon casting and NIPS bath immersion
  - 68% relative humidity during synthesis
  - No nitrogen flow during drop-casting
  - Laminar dry nitrogen flow applied after blade-casting until bath immersion

The experiment utilized automated blade-casting with controlled environmental parameters to investigate the effects of nitrogen flow post-casting on membrane morphology and performance."
55,TRUE,FALSE,17,29,2,2024-10-23,0.16829749585965295,25,FALSE,0,10,68,0,1,Index: 55; Auto: True; Heating: False; Concentration: 17.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 10.0; Relative Humidity: 68; Nitrogen (Side from drop): 0; Nitrogen (After blade): 1,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Details
- **Experiment ID:** 55
- **Synthesis Method:** Automated NIPS (Non-solvent-Induced Phase Separation)
- **Polymer:** Polysulfone at 17.0% concentration
- **Solvent:** PolarClean

## Procedure
1. A premixed polysulfone solution (17.0% concentration) was used without additional mixing by the robotic system.
2. The solution was processed at ambient temperature (25??C) without heating.
3. The polymer solution was used immediately after preparation (0 days rest time).
4. The solution was drop-cast onto the substrate and then blade-cast.
5. After blade casting, the sample was subjected to laminar dry nitrogen flow to control humidity.
6. The cast film was allowed to stand for 10.0 minutes before immersion in the NIPS bath.
7. The entire process was conducted under 68% relative humidity conditions.

## Notes
- The experiment utilized the automated robotic system for membrane fabrication.
- No nitrogen flow was applied during the side-drop casting phase, only after blade casting.
- The extended wait time (10 minutes) before bath immersion was likely intended to allow partial solvent evaporation to influence the final membrane morphology."
56,TRUE,FALSE,17,30,1,2024-10-24,0.017845263094538374,25,FALSE,0,10,58,0,1,Index: 56; Auto: True; Heating: False; Concentration: 17.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 10.0; Relative Humidity: 58; Nitrogen (Side from drop): 0; Nitrogen (After blade): 1,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Details
- **Experiment ID:** 56
- **Synthesis Method:** Automated NIPS (Non-solvent-Induced Phase Separation)
- **Polymer:** Polysulfone at 17.0% concentration
- **Solvent:** PolarClean

## Procedure
The polymer solution was premixed manually without heating (ambient temperature of 25??C). The solution was used immediately after preparation with no rest period. Using the robotic system, the solution was drop-cast onto the substrate and then blade-cast. After blade casting, the sample was subjected to laminar dry nitrogen flow to control humidity exposure. The coupon was allowed to stand for 10 minutes before immersion in the NIPS bath. The experiment was conducted at 58% relative humidity.

## Notes
- No nitrogen flow was applied during the side-drop casting phase
- Dry nitrogen flow was applied after blade casting until bath immersion
- No heating was used during the solution preparation process
- The automated robotic system handled the casting and bath immersion processes"
57,FALSE,FALSE,10,31,1,2024-11-13,0.020272541010613314,25,FALSE,0,0,48,0,0,Index: 57; Auto: False; Heating: False; Concentration: 10.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 48; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Manual Membrane Synthesis via NIPS

## Experimental Parameters
- **Experiment ID:** 57
- **Synthesis Method:** Manual (non-automated)
- **Polymer Solution:** 10.0% polysulfone in PolarClean solvent
- **Mixing Conditions:** Premixed manually at room temperature (25??C) without heating
- **Processing Time:** No rest period; solution used immediately after preparation
- **Casting Conditions:**
  - Immediate immersion in non-solvent bath (0.0 min wait time)
  - Ambient relative humidity: 48%
  - No nitrogen flow applied during any stage of the process

## Summary
This experiment involved the manual synthesis of a polysulfone membrane via non-solvent-induced phase separation (NIPS). The polymer solution was prepared at room temperature without heating assistance and used immediately after mixing. The casting process was conducted under standard ambient conditions without humidity control measures, and the cast film was immediately immersed in the coagulation bath without any evaporation period."
58,FALSE,FALSE,12,31,1,2024-11-13,0.1696256581908739,25,FALSE,0,0,48,0,0,Index: 58; Auto: False; Heating: False; Concentration: 12.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 48; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Manual Membrane Synthesis via NIPS

## Experimental Parameters
- **Experiment ID:** 58
- **Synthesis Method:** Manual (non-automated)
- **Polymer Solution:** 12.0% polysulfone in PolarClean solvent
- **Mixing Conditions:** Premixed manually at room temperature (25??C) without heating
- **Processing Time:** No rest period; solution used immediately after preparation
- **Casting Conditions:**
  - Immediate immersion in non-solvent bath (0 min wait time)
  - Ambient relative humidity: 48%
  - No nitrogen flow applied during any stage of the process

## Summary
This experiment involved the manual synthesis of a polysulfone membrane via non-solvent-induced phase separation (NIPS). A 12% polysulfone solution was prepared in PolarClean solvent at room temperature without heating assistance. The solution was manually premixed and used immediately for membrane casting without a rest period. After blade casting, the sample was immediately immersed in the NIPS bath with no delay. The process was conducted at 48% relative humidity without any nitrogen flow to control atmospheric conditions."
59,FALSE,FALSE,15,31,1,2024-11-13,0.10845322326834796,25,FALSE,0,0,48,0,0,Index: 59; Auto: False; Heating: False; Concentration: 15.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 48; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Manual Membrane Synthesis via NIPS

## Experimental Parameters
- **Experiment ID:** 59
- **Synthesis Method:** Manual (non-automated)
- **Polymer Solution:** 15.0% polysulfone in PolarClean solvent
- **Mixing Conditions:** Premixed manually at room temperature (25??C) without heating
- **Solution Aging:** Used immediately after preparation (0 days rest time)
- **Casting Environment:** 48% relative humidity
- **Casting Protocol:** 
  - Solution manually drop-cast onto coupon
  - Blade casting performed
  - Immediate immersion into non-solvent bath (0 minutes wait time)
  - No nitrogen flow used during any stage of the process

This experiment represents a baseline manual membrane synthesis protocol without environmental controls (no nitrogen) or solution aging, performed at standard room temperature conditions."
60,FALSE,FALSE,17,31,1,2024-11-13,0.15263196327246895,25,FALSE,0,0,48,0,0,Index: 60; Auto: False; Heating: False; Concentration: 17.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 48; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Manual Membrane Synthesis via NIPS

## Experimental Parameters
- **Experiment ID:** 60
- **Synthesis Method:** Manual (non-automated)
- **Polymer Solution:** 17.0% polysulfone in PolarClean solvent
- **Mixing Conditions:** Premixed manually at room temperature (25??C) without heating
- **Solution Aging:** Used immediately after preparation (0 days rest time)
- **Casting Conditions:**
  - Immediate immersion in non-solvent bath (0 min wait time)
  - Ambient relative humidity of 48%
  - No nitrogen flow applied at any stage of the process

## Summary
This experiment involved the manual synthesis of a polysulfone membrane via non-solvent-induced phase separation (NIPS). The polymer solution was prepared at room temperature without heating assistance and used immediately for membrane casting. The cast film was immediately immersed in the coagulation bath without any waiting period or nitrogen protection, under moderate ambient humidity conditions (48% RH)."
61,TRUE,FALSE,10,32,1,2024-11-14,0,25,FALSE,0,0,46,0,0,Index: 61; Auto: True; Heating: False; Concentration: 10.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 46; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Parameters
- **Experiment ID**: 61
- **Synthesis Method**: Automated NIPS (Non-solvent-Induced Phase Separation)
- **Polymer**: Polysulfone at 10.0% concentration
- **Solvent**: PolarClean
- **Environmental Conditions**: 46% relative humidity

## Procedure
The membrane was synthesized using a robotic system with the following protocol:
1. A premixed 10.0% polysulfone solution in PolarClean was used (no automated mixing)
2. The solution was processed without heating (ambient temperature of 25??C)
3. The solution was used immediately after preparation (0 days rest time)
4. The solution was drop-cast onto the substrate and blade-cast
5. The cast film was immediately immersed in the non-solvent bath (0 minutes wait time)
6. No nitrogen flow was applied either during drop-casting or after blade-casting

This experiment represents a baseline automated NIPS process without additional processing variables such as heating, extended rest time, delayed bath immersion, or nitrogen flow treatment."
62,TRUE,FALSE,12,32,1,2024-11-14,0.075333857,25,FALSE,0,0,46,0,0,Index: 62; Auto: True; Heating: False; Concentration: 12.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 46; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Details
- **Experiment ID:** 62
- **Synthesis Method:** Automated non-solvent-induced phase separation (NIPS)
- **Polymer:** Polysulfone at 12.0% concentration
- **Solvent:** PolarClean

## Procedure
The polymer solution was premixed manually without heating (ambient temperature of 25??C). The solution was used immediately after preparation with no rest period. Using the robotic system, the solution was drop-cast onto the substrate and then blade-cast. The cast film was immediately transferred to the NIPS bath (0.0 minutes waiting time) without any nitrogen treatment. The experiment was conducted at 46% relative humidity.

## Notes
This experiment represents a baseline automated NIPS process without heating, extended rest time, or nitrogen treatment to control humidity effects."
63,TRUE,FALSE,15,32,1,2024-11-14,0.24885777016582272,25,FALSE,0,0,46,0,0,Index: 63; Auto: True; Heating: False; Concentration: 15.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 46; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Details
- **Experiment ID:** 63
- **Synthesis Method:** Automated non-solvent-induced phase separation (NIPS)
- **Polymer:** Polysulfone at 15.0% concentration
- **Solvent:** PolarClean

## Procedure
The polymer solution was premixed manually without heating (ambient temperature of 25??C). The solution was used immediately after preparation with no rest period. Using the robotic system, the solution was drop-cast onto the substrate and then blade-cast. The cast film was immediately transferred to the NIPS bath (0.0 minutes waiting time) without any nitrogen treatment. The experiment was conducted at 46% relative humidity.

## Notes
This experiment represents a baseline automated NIPS process without heating, solution aging, delayed immersion, or humidity control measures."
64,TRUE,FALSE,17,32,1,2024-11-14,0.026574446857930697,25,FALSE,0,5,46,0,0,Index: 64; Auto: True; Heating: False; Concentration: 17.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 5.0; Relative Humidity: 46; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Parameters
- **Experiment ID**: 64
- **Synthesis Method**: Automated NIPS (Non-solvent-Induced Phase Separation)
- **Polymer**: Polysulfone at 17.0% concentration
- **Solvent**: PolarClean
- **Environmental Conditions**: 46% relative humidity

## Procedure
The polymer solution was premixed manually without heating (ambient temperature of 25??C). The solution was used immediately after preparation with no rest period. Using the robotic system, the solution was drop-cast onto the substrate and then blade-cast. After blade casting, the sample was allowed to stand for 5 minutes before immersion in the NIPS bath. No nitrogen flow was applied either during the side-drop process or after blade casting.

## Notes
This experiment represents a fully automated membrane synthesis process using standard conditions without environmental modifications (no nitrogen, no heating) and with immediate use of the polymer solution."
65,TRUE,FALSE,10,33,1,2024-11-15,0.024657594,25,FALSE,0,0,50,0,0,Index: 65; Auto: True; Heating: False; Concentration: 10.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 50; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Details
- **Experiment ID:** 65
- **Synthesis Method:** Automated non-solvent-induced phase separation (NIPS)
- **Polymer:** Polysulfone at 10.0% concentration
- **Solvent:** PolarClean

## Procedure
The polymer solution was premixed manually without heating (ambient temperature of 25??C). The solution was used immediately after preparation with no rest period. Using the robotic system, the solution was drop-cast onto the substrate and then blade-cast. The cast film was immediately transferred to the NIPS bath (0.0 minutes wait time) without any nitrogen treatment. The experiment was conducted at 50% relative humidity.

## Notes
This experiment represents a baseline automated NIPS process without heating, extended rest time, or nitrogen treatment to control humidity effects during the casting-to-immersion phase."
66,TRUE,FALSE,12,33,1,2024-11-15,0.18749265501334364,25,FALSE,0,0,50,0,0,Index: 66; Auto: True; Heating: False; Concentration: 12.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 50; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Parameters
- **Experiment ID:** 66
- **Synthesis Method:** Automated NIPS process using robotic system
- **Polymer Solution:** 12.0% polysulfone in PolarClean solvent (premixed manually)
- **Processing Conditions:**
  - No heating during solution preparation (ambient temperature of 25??C)
  - No solution rest period (used immediately after preparation)
  - Zero wait time between blade casting and NIPS bath immersion
  - Ambient relative humidity of 50%
  - No nitrogen flow applied at any stage of the process

## Methodology
The experiment utilized an automated robotic system to synthesize polysulfone membranes via non-solvent-induced phase separation. A premixed 12% polysulfone solution in PolarClean was prepared at room temperature without heating. The solution was immediately drop-cast onto the substrate, blade-cast to form a uniform film, and then directly immersed into the non-solvent bath (0 minute wait time) without any nitrogen protection. The entire process was conducted under standard laboratory conditions with 50% relative humidity."
67,TRUE,FALSE,15,33,1,2024-11-15,0.22850791152566108,25,FALSE,0,0,50,0,0,Index: 67; Auto: True; Heating: False; Concentration: 15.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 50; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Parameters
- **Experiment ID:** 67
- **Synthesis Method:** Automated NIPS (Non-solvent-Induced Phase Separation)
- **Polymer:** Polysulfone at 15.0% concentration
- **Solvent:** PolarClean
- **Environmental Conditions:** 50% relative humidity

## Procedure
The polymer solution was premixed manually without heating (ambient temperature of 25??C). The solution was used immediately after preparation with no rest period. Using the robotic system, the solution was drop-cast onto the substrate and then blade-cast. The cast film was immediately transferred to the NIPS bath (0.0 minutes waiting time) without any nitrogen treatment either during drop-casting or after blade-casting.

## Notes
This experiment represents a baseline automated NIPS process without heating, extended rest periods, or nitrogen treatment to control humidity effects."
68,TRUE,FALSE,17,33,1,2024-11-15,0.12462774507319854,25,FALSE,0,0,50,0,0,Index: 68; Auto: True; Heating: False; Concentration: 17.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 50; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Parameters
- **Experiment ID:** 68
- **Synthesis Method:** Automated NIPS (Non-solvent-Induced Phase Separation)
- **Polymer:** Polysulfone at 17.0% concentration
- **Solvent:** PolarClean
- **Environmental Conditions:** 50% relative humidity

## Procedure
The experiment utilized a robotic system for membrane synthesis. A premixed polysulfone solution (17.0% concentration in PolarClean) was used without additional heating or mixing by the robot. The solution was used immediately after preparation (0 days rest time) and was drop-cast onto the substrate followed by blade casting. The cast film was immediately immersed in the non-solvent bath (0.0 minutes wait time) without any nitrogen flow treatment either during drop casting or after blade casting. All processes were conducted at ambient temperature (25??C).

## Notes
This experiment represents a baseline automated NIPS process without additional processing variables such as heating, extended rest time, delayed bath immersion, or nitrogen treatment to control humidity effects."
69,TRUE,FALSE,10,34,1,2024-11-15,0.11092365087747064,25,TRUE,1,0,50,0,0,Index: 69; Auto: True; Heating: False; Concentration: 10.0; Heating Block Temperature: 25; Mixed: True; Rest Time (days): 1; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 50; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment #69

A polysulfone membrane was synthesized via non-solvent-induced phase separation (NIPS) using an automated robotic system. The polymer solution (10% w/w polysulfone in PolarClean solvent) was prepared by the robotic system at room temperature (25??C) without additional heating. After preparation, the solution was allowed to rest for 1 day in a sample vial before processing.

The membrane was cast using the automated blade casting method at 50% relative humidity. Immediately after casting (0 minutes wait time), the sample was immersed in the NIPS bath. No nitrogen flow was applied either during the drop-casting stage or after blade casting.

This experiment represents a baseline automated synthesis condition without heating assistance or nitrogen-based humidity control measures."
70,TRUE,FALSE,12,34,1,2024-11-15,0.088215061,25,TRUE,1,0,50,0,0,Index: 70; Auto: True; Heating: False; Concentration: 12.0; Heating Block Temperature: 25; Mixed: True; Rest Time (days): 1; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 50; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Details
- **Experiment ID:** 70
- **Synthesis Method:** Automated non-solvent-induced phase separation (NIPS)
- **Polymer Solution:** 12.0% polysulfone in PolarClean solvent
- **Processing Conditions:**
  - Solution automatically mixed by robotic system at room temperature (25??C)
  - Solution rested for 1 day after mixing
  - No heating applied during mixing process
  - Immediate immersion in NIPS bath after blade casting (0 min wait time)
  - Ambient relative humidity: 50%
  - No nitrogen flow applied at any stage of the process

The membrane was prepared using our automated robotic system under controlled conditions. The polymer solution was blade-cast onto the substrate and immediately immersed in the non-solvent bath without any waiting period or nitrogen treatment, allowing for standard phase inversion to occur under moderate humidity conditions."
71,TRUE,FALSE,15,34,1,2024-11-15,0.13787606063066174,25,TRUE,1,0,50,0,0,Index: 71; Auto: True; Heating: False; Concentration: 15.0; Heating Block Temperature: 25; Mixed: True; Rest Time (days): 1; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 50; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment #71

A polysulfone membrane was synthesized via non-solvent-induced phase separation (NIPS) using an automated robotic system. The polymer solution (15% polysulfone in PolarClean solvent) was prepared by the robotic system at room temperature (25??C) without additional heating. After preparation, the solution was allowed to rest for 1 day in a sample vial before processing.

The membrane was cast using the automated system under ambient conditions (50% relative humidity). Following blade casting, the sample was immediately immersed in the NIPS bath (0 minute wait time) without any nitrogen treatment either during drop casting or after blade casting.

This experiment represents one condition in a systematic study of membrane synthesis parameters using the automated platform."
72,TRUE,FALSE,17,34,1,2024-11-15,0.074655592,25,FALSE,1,0,50,0,0,Index: 72; Auto: True; Heating: False; Concentration: 17.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 1; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 50; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Details
- **Experiment ID**: 72
- **Synthesis Method**: Automated non-solvent-induced phase separation (NIPS)
- **Polymer**: Polysulfone at 17.0% concentration
- **Solvent**: PolarClean

## Procedure
1. The polymer solution was premixed manually (not mixed by the robot)
2. No heating was applied during the solution preparation (ambient temperature of 25??C)
3. The solution was rested for 1 day in a sample vial after mixing
4. The solution was automatically drop-cast onto the substrate and blade-cast using the robotic system
5. The cast film was immediately immersed in the NIPS bath (0.0 min wait time)
6. No nitrogen flow was applied at any stage of the process
7. The relative humidity during synthesis was 50%

This experiment was part of a systematic investigation of processing parameters for membrane synthesis using an automated robotic platform."
73,FALSE,FALSE,10,35,1,2024-11-18,0.023204372952698397,25,FALSE,0,0,50,0,0,Index: 73; Auto: False; Heating: False; Concentration: 10.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 50; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Manual Membrane Synthesis via NIPS

## Experimental Parameters
- **Experiment ID:** 73
- **Synthesis Method:** Manual (non-automated)
- **Polymer Solution:** 10.0% polysulfone in PolarClean solvent
- **Mixing Conditions:** Premixed manually at room temperature (25??C) without heating
- **Solution Preparation:** Solution used immediately after preparation (0 days rest time)
- **Casting Conditions:**
  - Immediate immersion in NIPS bath after blade casting (0 min wait time)
  - Ambient relative humidity of 50%
  - No nitrogen flow applied during any stage of the process

## Procedure Summary
A 10% polysulfone solution was manually prepared in PolarClean solvent at room temperature without heating assistance. The freshly prepared solution was immediately drop-cast onto the substrate, blade-cast to form a uniform film, and then directly immersed into the non-solvent bath without any waiting period. The entire process was conducted under standard laboratory conditions with 50% relative humidity and without any humidity control measures such as nitrogen flow."
74,FALSE,FALSE,12,35,1,2024-11-18,0.11758368748820928,25,FALSE,0,0,50,0,0,Index: 74; Auto: False; Heating: False; Concentration: 12.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 50; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Manual Membrane Synthesis via NIPS

## Experimental Parameters
- **Experiment ID**: 74
- **Synthesis Method**: Manual (non-automated)
- **Polymer Solution**: 12.0% polysulfone in PolarClean solvent
- **Mixing Conditions**: Premixed manually at room temperature (25??C) without heating
- **Processing Timeline**: Solution used immediately after preparation (0 days rest time)
- **Casting Conditions**:
  - Ambient relative humidity: 50%
  - No nitrogen flow applied during any stage
  - Immediate immersion in non-solvent bath (0 minutes wait time after blade casting)

## Summary
This experiment involved the manual synthesis of a polysulfone membrane via non-solvent-induced phase separation (NIPS). The polymer solution was prepared at room temperature without heating assistance and used immediately for membrane casting. The cast film was immediately immersed in the coagulation bath without any waiting period or humidity control measures. This represents a baseline NIPS process without additional processing variables."
75,FALSE,FALSE,15,35,1,2024-11-18,0.1900406580192828,25,FALSE,0,0,50,0,0,Index: 75; Auto: False; Heating: False; Concentration: 15.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 50; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Manual Membrane Synthesis via NIPS

## Experimental Parameters
- **Experiment ID:** 75
- **Synthesis Method:** Manual (non-automated)
- **Polymer Solution:** 15.0% polysulfone in PolarClean solvent
- **Mixing Conditions:** Premixed manually at room temperature (25??C) without heating
- **Solution Aging:** Used immediately after preparation (0 days rest time)
- **Casting Environment:** 50% relative humidity
- **Casting Protocol:** 
  - Solution manually drop-cast onto coupon
  - Blade casting performed
  - Immediate immersion into non-solvent bath (0 min wait time)
  - No nitrogen flow used during any stage of the process

This experiment represents a baseline manual membrane synthesis protocol without environmental controls (no nitrogen) or solution aging, using standard polymer concentration under moderate humidity conditions."
